Unnamed: 0,id,UserId,ProductId,Time,Score,Summary,Text,helpful
AWMjT0WguC1rwyj_rFh3,AWMjT0WguC1rwyj_rFh3,Navi,B06XB29FPF,2017-12-08T00:00:00.000Z,5,Great device,It’s easily connected to my Sony android tv and works great!,True
AVqkIhwDv8e3D1O-lebb,AVqkIhwDv8e3D1O-lebb,Esflor,53-004484,2017-01-06T00:00:00.000Z,5,Very good,Got an unbelievable deal!! The best part is having a library of books at my fingertips!! Easy and simple to set up and great when I'm traveling!!,True
AWFUWc8THh53nbDRF6YO,AWFUWc8THh53nbDRF6YO,Linda,B010CEHQTG,2018-04-08T23:11:29.000Z,5,Pretty Awesome!,"I bought it for my son in laws birthday after they bought me one for Christmas. Not just good for music but helpful for grandkids homework and now we can video chat with grandkids, which the one year old loves!",True
AVqkIhwDv8e3D1O-lebb,AVqkIhwDv8e3D1O-lebb,Lilshorty917,53-004484,2016-12-31T00:00:00.000Z,5,Great tablet for reading,"Mom loves the tablet. Easy for her to use, she uses it for Facebook, reading, and some of her games.",True
AVqkIhwDv8e3D1O-lebb,AVqkIhwDv8e3D1O-lebb,sg77,53-004484,2017-04-03T00:00:00.000Z,5,Excellent choice for my mom,"My 76 year old mom loves this! She now has something to do while waiting in doctors offices - loves to read, do crosswords, etc.",True
AWMjT0WguC1rwyj_rFh3,AWMjT0WguC1rwyj_rFh3,MajicMike,B06XB29FPF,2017-12-08T00:00:00.000Z,5,Superior voice recognition,Other similar devices do not have the voice recognition learning capability the echo plus has. It is superior to all the others.,True
AVqkIhwDv8e3D1O-lebb,AVqkIhwDv8e3D1O-lebb,Lexiplexxxxxi,53-004484,2017-02-13T00:00:00.000Z,5,Great,Great device very functional love it will recommend,True
AWMjT0WguC1rwyj_rFh3,AWMjT0WguC1rwyj_rFh3,Larry,B06XB29FPF,2018-04-18T00:00:00.000Z,4,Just learning to use alexa,Still seeing if if I like alexa like to try and set up lighting,True
AVpjEN4jLJeJML43rpUe,AVpjEN4jLJeJML43rpUe,JusGellin,B018Y225IA,2016-11-11T00:00:00.000Z,4,Great value for the money.,"I'm using it to keep track of my tools using the Sails app. it is great for this. The only flaw I see is that the display is insensitive to using a pen. My touch is much better. I was hoping to use the pen since when I access it, I may have dirty fingers after using my tools.",True
AVqkIdZiv8e3D1O-leaJ,AVqkIdZiv8e3D1O-leaJ,Bob43,B018Y224PY,2017-03-31T00:00:00.000Z,4,"Good, but can be better","It is a nice little no frills tablet, but it could be better, for one it is only limited to amazons web browser, and I like chrome. It is no big deal because what I paid for it I did not expect it to be blazing fast or anything like that.",True
AWFUWc8THh53nbDRF6YO,AWFUWc8THh53nbDRF6YO,tinapais,B010CEHQTG,2018-01-20T00:00:00.000Z,5,My Alexa,I love all my Alexa's I have the Echo and now for Christmas I got the Echo show. Not I can see my recipes and also connect with my family.,True
AVph0EeEilAPnD_x9myq,AVph0EeEilAPnD_x9myq,EliseC,53-004755,2017-04-21T00:00:00.000Z,5,Great Gift for Grandkids!,"I bought two of these for my two grandchildren. (A 4 year old boy and a 2 year old girl) So, I bought one in pink and one in blue. We down loaded age appropriate games and they are lifesavers!",True
AVqVGZO3nnc1JgDc3jGK,AVqVGZO3nnc1JgDc3jGK,ssc6,53-003778,2016-05-27T00:00:00.000Z,5,Best Kindle yet,"This is my third Kindle. The best differentiator is the form factor. Definite improvement over the paperwhite. Also like having the page-turn buttons back. Case is very cool indeed. If you can get past the jump in price (remember you're not having to buy the case separately), it's a quality product to have.",True
AVqkIhwDv8e3D1O-lebb,AVqkIhwDv8e3D1O-lebb,jimtech,53-004484,2017-01-08T00:00:00.000Z,4,Great tablet for the price,Purchased for my wife who reads a lot and truly enjoys the amazon fire.,True
AVqkIiKWnnc1JgDc3khH,AVqkIiKWnnc1JgDc3khH,ChrisH,53-004761,2017-05-07T00:00:00.000Z,4,Good basic tablet,Pretty decent tablet. Good for mindless games and Netflix. You get what you pay for.,True
AVpjEN4jLJeJML43rpUe,AVpjEN4jLJeJML43rpUe,meme,B018Y225IA,2016-06-04T00:00:00.000Z,4,Great Tablet at minimal expense,The table is great just to experience what is available on a tablet without a hugh expense. I would recommend to others.,True
AWFUWc8THh53nbDRF6YO,AWFUWc8THh53nbDRF6YO,MikeB,B010CEHQTG,2018-03-21T00:00:00.000Z,5,Cool stuff,"Alexa controls my lights, TV and sound system. Very happy with this.",True
AVqVGWLKnnc1JgDc3jF1,AVqVGWLKnnc1JgDc3jF1,kiyo,53-004683,2017-04-18T00:00:00.000Z,5,GREAT TABLET,"MY DAUTHER LOVES THIS TABLET, IS EXCELLENT FOR A 3 YEARS OLD CHILDREN",True
AVpjEN4jLJeJML43rpUe,AVpjEN4jLJeJML43rpUe,Gary,B018Y225IA,2016-06-17T00:00:00.000Z,5,Great tablet for a child/early teenager,"We have always been Nexus Tablet desciples, and in fact have bought 6-8 of them for self and family members. This one was for granddaughter to replace Nexus that had gotten slow.This one works better/faster than the Nexus! It's fast....easy to use; perfect tablet for a child or teenager...and can't beat the price!Very pleased with purchase....",True
AVpgdkC8ilAPnD_xsvyi,AVpgdkC8ilAPnD_xsvyi,Roel,53-004729,2016-08-05T00:00:00.000Z,5,Great tablet,I am using it for my 3 year old and she loves it..,True
AWFUWc8THh53nbDRF6YO,AWFUWc8THh53nbDRF6YO,Tom,B010CEHQTG,2018-09-14T16:17:17.000Z,5,Love the Echo Show,"Second purchase of Echo Show. Love the device and all of it's features. Used primarily for communication with my 90 yo mother. I drop in, there's nothing for her to do but talk and smile :) I use the Alexa app on my phone with mom (which works very well and still use when mobile) but I got this one for ease at home.",True
AVqkIhwDv8e3D1O-lebb,AVqkIhwDv8e3D1O-lebb,barom,53-004484,2017-01-23T00:00:00.000Z,5,Great performer,"Not much to say here. Cheap, fast and very functional. I was able to install google play store and everything works perfectly. Best tablet in its category. If you want something better, you better be ready to pay 3-4 times the price.",True
AVqVGZNvQMlgsOJE6eUY,AVqVGZNvQMlgsOJE6eUY,AEBY,B00ZV9PXP2,2018-01-12T00:00:00.000Z,5,Great Product,"It's beyond my expectation, and it can even show music score. Not fast turning though.",True
AVph0EeEilAPnD_x9myq,AVph0EeEilAPnD_x9myq,Chinna,53-004755,2017-01-14T00:00:00.000Z,1,The tablet not so great as mentioned,"The touch and loading the content is very bad, it doesn't respond quickly and it very slow",False
AWMjT0WguC1rwyj_rFh3,AWMjT0WguC1rwyj_rFh3,Ginger,B06XB29FPF,2018-01-21T00:00:00.000Z,5,Love Alexa,Our entire family loves Alexa and the white color looks great on our kitchen counters.,True
AVph0EeEilAPnD_x9myq,AVph0EeEilAPnD_x9myq,Terry,53-004755,2016-12-03T00:00:00.000Z,5,Great for kids,Love that I could get it in a color! And it's just the right size for little hands.,True
AVphPmHuilAPnD_x3E5h,AVphPmHuilAPnD_x3E5h,Zigpig,B00IOY8XWQ,2015-08-05T00:00:00.000Z,5,a decent gift,I bought this as a gift. I think it is pretty decent both quality and design.,True
AWK8z0pOIwln0LfXlSxH,AWK8z0pOIwln0LfXlSxH,Tongtong,B01J24C0TI,2017-12-10T00:00:00.000Z,5,Fast and good service,Got this for two days during the holidays. Very good service,True
AVqkIhwDv8e3D1O-lebb,AVqkIhwDv8e3D1O-lebb,Janet,53-004484,2017-03-18T00:00:00.000Z,4,Great picture quality,"This was bought to replace my old Kindle with keypad, and experimental internet. Was surprised how much the Kindle had changed, and at the same price as my old one was when I bought it!Have already shown it to a couple of friends who now say they are thinking about getting one.",True
AVqVGZSEQMlgsOJE6eUc,AVqVGZSEQMlgsOJE6eUc,edmr,53-004447,2016-08-26T00:00:00.000Z,5,Has all I need,It is great to be able to have all you books in the same place...,True
AVpjEN4jLJeJML43rpUe,AVpjEN4jLJeJML43rpUe,8910Persons,B018Y225IA,2016-10-28T00:00:00.000Z,5,Great Tablet,Gave as a gift to niece in hospital she loved it. Was able to do everything on the tablet she wanted to. Easy to use I was the one who set it up for her was very simple.,True
AWFUWc8THh53nbDRF6YO,AWFUWc8THh53nbDRF6YO,Ashley,B010CEHQTG,2017-11-15T00:00:00.000Z,5,Great product,Love my amazon echo show however I wish Alexa knew a little bit more.,True
AVqkIdZiv8e3D1O-leaJ,AVqkIdZiv8e3D1O-leaJ,mugbug,B018Y224PY,2016-07-11T00:00:00.000Z,5,great product,"The product was for my daughter, she loves it, and plays with it all of the time.",True
AVqVGWLKnnc1JgDc3jF1,AVqVGWLKnnc1JgDc3jF1,Obrad,53-004683,2016-12-24T00:00:00.000Z,4,Great product,"My daughter loves playing with this. There are so many features, that it keeps her busy.",True
AVpgdkC8ilAPnD_xsvyi,AVpgdkC8ilAPnD_xsvyi,RoseB,53-004729,2017-01-20T00:00:00.000Z,5,Got Grandsons?,"We are so pleased with this tablet. We purchased one for each of our grandsons. They can all use them, play games together and send messages to the grandparents once in awhile.",True
AVqVGZNvQMlgsOJE6eUY,AVqVGZNvQMlgsOJE6eUY,Jeff,B00ZV9PXP2,2017-08-26T00:00:00.000Z,4,Great product,My fiancée really enjoyes it! I would definitely recommend.,True
AVph0EeEilAPnD_x9myq,AVph0EeEilAPnD_x9myq,BassManMN,53-004755,2016-12-30T00:00:00.000Z,5,good for games,This is a kid friendly tablet good for gaming and learning games as well. Glad we got it.,True
AVqkIhwDv8e3D1O-lebb,AVqkIhwDv8e3D1O-lebb,Deanna58,53-004484,2016-11-11T00:00:00.000Z,5,Great for anyone.,Excellent. Just as good as iPad with a fraction of the price.,True
AVqVGWLKnnc1JgDc3jF1,AVqVGWLKnnc1JgDc3jF1,pblee54,53-004683,2017-06-02T00:00:00.000Z,2,so so,"After owning the kids Samsung, this seems confusing to navigate. Also they have returned to using the Samaumg",False
AVqVGWLKnnc1JgDc3jF1,AVqVGWLKnnc1JgDc3jF1,Bitzi,53-004683,2017-05-27T00:00:00.000Z,5,great for kids,bought this for my 6 year old grandson who's a bit rough but loves to play games and read...he loves it,True
AVqkIhwDv8e3D1O-lebb,AVqkIhwDv8e3D1O-lebb,WDExternaldrive,53-004484,2017-01-23T00:00:00.000Z,3,Good product,It was great product. the price which I got it was great.,True
AWMjT0WguC1rwyj_rFh3,AWMjT0WguC1rwyj_rFh3,CSER,B06XB29FPF,2018-01-29T00:00:00.000Z,5,Has made our home better,I received an original echo two years ago and use it in my office. This year I decided to get one for the house and was amazed at all the features I hadn’t taken advantage of. Primarily the smart home features. This was great because it came with a lightbulb.,True
AVphPmHuilAPnD_x3E5h,AVphPmHuilAPnD_x3E5h,Stevmathew,B00IOY8XWQ,2015-09-11T00:00:00.000Z,5,Best for reading,I got this for my sister who is in Paris and she doesn't go anywhere without it. All the benefits of a real book and none of the cons.,True
AVph0EeEilAPnD_x9myq,AVph0EeEilAPnD_x9myq,lvmydog,53-004755,2017-01-29T00:00:00.000Z,5,Easy to use for young children,Bought for Christmas for 6 and 8 year old granddaughters. Both girls loved it and have said it was their favorite gift.,True
AVpidLjVilAPnD_xEVpI,AVpidLjVilAPnD_xEVpI,Budd,53-004648,2017-02-04T00:00:00.000Z,4,Good tablet easy to use.,Kindle products are easy to use and set up. It does most everything the expensive tablets do.,True
AWFUWc8THh53nbDRF6YO,AWFUWc8THh53nbDRF6YO,WMKnox,B010CEHQTG,2017-06-29T00:00:00.000Z,3,Nice but some issues,"I loved this thing until it was time to go to bed. Although it dims, the lowest setting is still very bright--like sleeping with a flashlight in your face. I hope they make fixes that will allow the screen to dim more. Also, not crazy about having a camera connected to the Internet on my nightstand. If you cover it up, the motion sensor then won't work. The sound is OK--not quite as good as the non-screen Echo--maybe because it's not omni-directional like the regular Echo. My enthusiasm for this device has subsided quite a bit because of these issues.",False
AVpftoij1cnluZ0-p5n2,AVpftoij1cnluZ0-p5n2,Lester,B00IOYAM4I,2015-08-12T00:00:00.000Z,5,love it,i needed something to read in the sunlight other than fire hd,True
AVqkIhwDv8e3D1O-lebb,AVqkIhwDv8e3D1O-lebb,icanjp,53-004484,2016-12-24T00:00:00.000Z,2,great little device,fire tablet is very powerful for the size and does everything!,True
AWMjT0WguC1rwyj_rFh3,AWMjT0WguC1rwyj_rFh3,BigBadUglyDude,B06XB29FPF,2017-12-21T00:00:00.000Z,5,Alexa is my new girlfriend,I love that I have the ability to catch up on news and have this crazy thing turn on and off my lights. Love it!!,True
AVpgdkC8ilAPnD_xsvyi,AVpgdkC8ilAPnD_xsvyi,Peter,53-004729,2017-03-15T00:00:00.000Z,4,Great tablet for kids,Bought this for my teenage daughter and it works beautifully with great battery life.,True
AWFUWc8THh53nbDRF6YO,AWFUWc8THh53nbDRF6YO,Fanboy,B010CEHQTG,2017-10-27T00:00:00.000Z,5,Impressive.,Video calls work great and the screen is super informative.,True
AVqkIhwDv8e3D1O-lebb,AVqkIhwDv8e3D1O-lebb,rchat,53-004484,2017-01-23T00:00:00.000Z,4,Very good product so far,"Not as fancy as the ipad, but a fraction of the cost works well with android system and all apps like on our android phones, cant beat the price",True
AWFUWc8THh53nbDRF6YO,AWFUWc8THh53nbDRF6YO,Wonderbyrd,B010CEHQTG,2018-04-18T00:00:00.000Z,4,Cool device,I purchased it so the weather and info can be seen on the screen. At the time I never knew there was an echo spot or I would have tried that. The show sounds good however I wish there was a ring or something on top that would light up like the original alexa.,True
AVqVGWLKnnc1JgDc3jF1,AVqVGWLKnnc1JgDc3jF1,Jesse,53-004683,2016-09-13T00:00:00.000Z,4,Great Tablet,Great at home but still trying to figure out what apps work not connected to wifi,True
AVqkIhwDv8e3D1O-lebb,AVqkIhwDv8e3D1O-lebb,KenJ,53-004484,2016-12-18T00:00:00.000Z,5,great tablet,does everything our other tablets do and more. Like the sharing across platforms.,True
AVpjEN4jLJeJML43rpUe,AVpjEN4jLJeJML43rpUe,Jeff,B018Y225IA,2016-09-26T00:00:00.000Z,5,perfect stream device,"Exactly what we wanted from it, something to use the streaming apps when the tv is being used, and want something larger then your phone. Battery lasts days and was great purchase.",True
AVpjEN4jLJeJML43rpUe,AVpjEN4jLJeJML43rpUe,Leslie,B018Y225IA,2017-02-17T00:00:00.000Z,5,"Came in for a charger, bought a new phone - G7","Samsung Experience Professionals Jon, Neil and Tony were an ideal match for someone looking to upgrade to a new phone. The sales deal was unbelievable - $200 Best Buy card upon upgrade to a Galaxy 7 phone. The sales points that won my business were battery life and charging power. New phone can connect wireless charge without adapter. I am a very happy customer.",True
AVqVGZSEQMlgsOJE6eUc,AVqVGZSEQMlgsOJE6eUc,BestBuyUser,53-004447,2017-08-25T00:00:00.000Z,3,Good for beginners,"Its a decent reader for beginners. There is no backlight, so not good for reading in dark. also slips from hands, so purchase a cover if you buy it.",False
AVphPmHuilAPnD_x3E5h,AVphPmHuilAPnD_x3E5h,Sunny,B00IOY8XWQ,2015-07-02T00:00:00.000Z,5,Best e reader anyone can get,This is my first e reader. I did ttry my friends papperwhite but voyage is the best of the e reader world. The screen is awesome. I read a lot at night before I sleep and I use to read in my mobile which after sometime feels like my eyes are burning. But with voyage I can read as much time I want. No strain no burning sensation in my eyes. Compared to the papperwhite the screen looks better. Feels like I am actually reading a paper book.,True
AVph0EeEilAPnD_x9myq,AVph0EeEilAPnD_x9myq,twins,53-004755,2017-01-16T00:00:00.000Z,4,great tablet for my 5 year old grandson,"Love the case, table works very well, easy to download game and apps, but the life of the battery is not great. The battery fully charged only last about 3-4 hours",False
AVqVGWLKnnc1JgDc3jF1,AVqVGWLKnnc1JgDc3jF1,Naazi,53-004683,2017-04-18T00:00:00.000Z,2,Not much useful,I didn't find it useful for my 4yr old daugter so i returned it the other day.All the games in it r so kiddy games.,False
AWMjT0WguC1rwyj_rFh3,AWMjT0WguC1rwyj_rFh3,tinytoy,B06XB29FPF,2018-04-18T00:00:00.000Z,5,Best new friend,Very easy to set up.Changed how I do a lot of things.,True
AVpjEN4jLJeJML43rpUe,AVpjEN4jLJeJML43rpUe,Mama1971,B018Y225IA,2017-02-18T00:00:00.000Z,5,Great purchase!,I bought this for my daughter who uses it in her AP classes...easier to use a bigger screen than her phone screen in class. She loves it!Price was great!,True
AVqVGZN9QMlgsOJE6eUZ,AVqVGZN9QMlgsOJE6eUZ,Bbshop,B00REQKWGA,2017-07-09T00:00:00.000Z,5,Great size for traveling,"It fits easily into smallest purse so it's always at hand when waiting in lines while traveling. Lightweight, especially without the case. Shape of back provides easy grip. Accelerometer allows it to be held in either hand. Would like to be able to charge the reader and the case separate, but that's a minor thing.",True
AVqVGZN9QMlgsOJE6eUZ,AVqVGZN9QMlgsOJE6eUZ,NIKE,B00REQKWGA,2016-06-13T00:00:00.000Z,5,Amazing Amazon,Very nice Kindle with a great Battery life. My old kindle was not able to upgrade so I got the new Kindle and very pleased with the product. Arrived as promised from BESTBUY.COM.,True
AVpjEN4jLJeJML43rpUe,AVpjEN4jLJeJML43rpUe,Pauline,B018Y225IA,2016-11-22T00:00:00.000Z,5,great tablet,"Decent camera, clarity on the screen, fast downloads.",True
AVpjEN4jLJeJML43rpUe,AVpjEN4jLJeJML43rpUe,Carn,B018Y225IA,2017-01-28T00:00:00.000Z,5,Great Tablet,For the price this is a great tablet. Got it for my wife for Christmas and she loves it.,True
AWMjT0WguC1rwyj_rFh3,AWMjT0WguC1rwyj_rFh3,BBConsumer,B06XB29FPF,2017-12-22T00:00:00.000Z,5,Amazing Tech,What an amazing piece of technology. I was impressed with the sound quality,True
AWMjT0WguC1rwyj_rFh3,AWMjT0WguC1rwyj_rFh3,MaDukes,B06XB29FPF,2017-12-01T00:00:00.000Z,5,I love Alexa.,I need to buy all the additional parts but it’s great,True
AVqVGZSEQMlgsOJE6eUc,AVqVGZSEQMlgsOJE6eUc,Andrea,53-004447,2016-11-27T00:00:00.000Z,4,My Second Kindle,"This is my second Kindle and I love it! It's so convenient to be able to carry around hundreds of books without the bulk and weight of literally carrying around hundreds of books. I just wish I could have bought accessories at Best Buy. Also, the sales rep knew nothing about the devices and had to 'Goggle' info on her phone.",True
AVqVGZSEQMlgsOJE6eUc,AVqVGZSEQMlgsOJE6eUc,raulsk,53-004447,2017-04-06T00:00:00.000Z,5,Much better than previous generation,Much sleeker and touch response is better. Even wifi connection seems faster might be due to new processor and increase in RAM,True
AVqkIh8WQMlgsOJE6fu-,AVqkIh8WQMlgsOJE6fu-,Michelles3,4591,2017-01-18T00:00:00.000Z,5,Great product,I am really enjoying my new kindle fire hd 8. The picture is awesome even for a movie. I use it mostly to read with an occasional game or movie too. Colors are great and the size of the screen is very nice. I have a 7 inch fire and there is enough size difference for movies etc to make it worthwhile. Plus there was a great black Friday price.,True
AVpgdkC8ilAPnD_xsvyi,AVpgdkC8ilAPnD_xsvyi,Msh421,53-004729,2016-12-31T00:00:00.000Z,5,Great for reading!,I bought this for my husband for Christmas since our daughter uses the other tablet all the time. He has barely put it down since he opened it!! He uses it mostly for reading and some internet browsing. Overall I am happy with the product and have had no issues so far.,True
AVpftoij1cnluZ0-p5n2,AVpftoij1cnluZ0-p5n2,Vinnie,B00IOYAM4I,2015-03-27T00:00:00.000Z,5,Great product,"It is easy to use and have a huge selection of books, I recomend it",True
AVqkIhwDv8e3D1O-lebb,AVqkIhwDv8e3D1O-lebb,Jslu,53-004484,2016-12-29T00:00:00.000Z,4,Great for entertainment,"Love this tablet for streaming, facebook, games and general web surfing. The apps are available on the amazon underground, not google playstore, so some apps that you may be used to using, may not be available on amazon underground. Overall, great tablet for the price. Would recommend.",True
AWFUWc8THh53nbDRF6YO,AWFUWc8THh53nbDRF6YO,BillyD,B010CEHQTG,2017-12-21T00:19:38.000Z,5,,Its a lot more then we expected.this is a wonderful addition to our tech life,True
AVpfpK8KLJeJML43BCuD,AVpfpK8KLJeJML43BCuD,Bubba62,53-004496,2017-08-19T00:00:00.000Z,5,Great tech works well highly recommended no issues,Great tech works well highly recommended no issues,True
AVph0EeEilAPnD_x9myq,AVph0EeEilAPnD_x9myq,PAULY,53-004755,2016-08-05T00:00:00.000Z,4,Great,My newphew loves it! He's 4 years old and can easily use the tablet.,True
AVph0EeEilAPnD_x9myq,AVph0EeEilAPnD_x9myq,johnbestbuy,53-004755,2017-01-07T00:00:00.000Z,5,childrens kindle,great learning tool for my granddaughter. she loves it.,True
AVqkIiKWnnc1JgDc3khH,AVqkIiKWnnc1JgDc3khH,Rjob74,53-004761,2017-03-11T00:00:00.000Z,5,Wife Loves it,"Purchased this as a gift for my wife because her B&N Nook was dying. She absolutely loves it, especially since it does so much more. I'm now waiting for my Nook to start acting up so that I have an excuse to get a Kindle for myself.",True
AVph0EeEilAPnD_x9myq,AVph0EeEilAPnD_x9myq,Martie1116,53-004755,2017-03-31T00:00:00.000Z,3,Okay,"Not a lot of memory, dies fast. Great games........",True
AVpjEN4jLJeJML43rpUe,AVpjEN4jLJeJML43rpUe,Jrb1,B018Y225IA,2016-10-29T00:00:00.000Z,4,I'm loving it,"I wish I could just say it is one of my best investment, I love the fact that now I don't have to drag around several of my favorite books I can now have them all in one convenient place the battery life is great my little girl loves that she can play games on it I think it's great I should have gotten more memory though",True
AVphPmHuilAPnD_x3E5h,AVphPmHuilAPnD_x3E5h,DanieJack,B00IOY8XWQ,2015-04-24T00:00:00.000Z,4,Good For Leisure,Good for leisure/reading for fun. Not for students.,False
AVpjEN4jLJeJML43rpUe,AVpjEN4jLJeJML43rpUe,Robert,B018Y225IA,2017-02-03T00:00:00.000Z,5,Very pleased.,Gift was on point. Recipient was very pleased. Would recommend to others.,True
AVqkIhwDv8e3D1O-lebb,AVqkIhwDv8e3D1O-lebb,bobby,53-004484,2017-02-26T00:00:00.000Z,5,Great Tablet,"works great for us for video calling, for kids watching videos",True
AVqVGZO3nnc1JgDc3jGK,AVqVGZO3nnc1JgDc3jGK,Chris,53-003778,2016-05-02T00:00:00.000Z,5,Amazon got it right this time,"I have had every kindle since the first and this is by far the best. The screen was already great on the Voyage but the front light on this screen is more white and more evenly distributed. Physical page turn buttons are so much better than none or the haptic feedback type. They didn't include the automatically adaptive front light for some reason but I don't think I'll miss it much as I was always wont to fiddle with it on the Voyage anyway.But this device made me smile as soon as I held it for the first time because it has a larger bezel that you can really grip comfortably without touching the screen. Maybe this isn't a big deal for most, but that is exactly why I spent the money to get this device.The other thing I was hoping for was the ability to use the upper page turn button to go forward and this device does that and even better because it is software configurable.The cover is very small and light and doesn't add much bulk like the Voyage Origami case does. The only downside is that it doesn't work as a hands free stand for reading.(I still wish it was waterproof)",True
AVph0EeEilAPnD_x9myq,AVph0EeEilAPnD_x9myq,AlexaTheDOT,53-004755,2016-12-07T00:00:00.000Z,5,Product Made for Kids and Adults alike,I really liked the many facets of the Tablet. Presence of Alexa does provide opportunity for Adults to play and surprise by it.The only caveat is Amazon Free Time is for only 1 Year which Amazon should increase by atleast 1 year for Prime Members but thats more of service and no complains on Tablet.,True
AWMjT0WguC1rwyj_rFh3,AWMjT0WguC1rwyj_rFh3,Lessingboy,B06XB29FPF,2017-12-28T00:00:00.000Z,4,Good not Great,I love this product just wish it was as smart as the Google home.,True
AVqVGZSEQMlgsOJE6eUc,AVqVGZSEQMlgsOJE6eUc,jjhippo,53-004447,2016-09-11T00:00:00.000Z,5,Good price excellent reader,If you really want to have a good read on something digital this is the item you're looking for. It really is lightweight and highly functional. The battery lasts a long time and the screen is easy on the eyes. The only difficulty sometimes is reading in extremely bright environments. Overall an excellent buy.,True
AVqkIhwDv8e3D1O-lebb,AVqkIhwDv8e3D1O-lebb,CLKC,53-004484,2017-01-06T00:00:00.000Z,5,This is the 3rd Kindle Fire that I have purchased.,This is the 3rd Kindle Fire that I have purchased. This one is much faster and more user friendly. We just bought our 2 grand daughters and 2 grandsons a Kindle Fire with the youngest 8 yrs old. He has it mastered already. Great tablet for a good price.,True
AVpfpK8KLJeJML43BCuD,AVpfpK8KLJeJML43BCuD,Concert,53-004496,2017-01-06T00:00:00.000Z,4,Very nice,"This has been a very nice addition, it allows the whole family to use and enjoy it.",True
AVqkIhwDv8e3D1O-lebb,AVqkIhwDv8e3D1O-lebb,anil,53-004484,2016-11-19T00:00:00.000Z,4,Decent tablet,good price for the product. I purchased for my middle school son.,True
AWFUWc8THh53nbDRF6YO,AWFUWc8THh53nbDRF6YO,Rusty,B010CEHQTG,2017-12-29T00:00:00.000Z,5,Best of the Best,I have really enjoyed these products so much I actually bought 3 of them. Fun to watch and even better if you are an Amazon Prime customer for music and video.,True
AWMjT0WguC1rwyj_rFh3,AWMjT0WguC1rwyj_rFh3,Llml,B06XB29FPF,2017-12-02T00:00:00.000Z,5,Easy to use,We love this whole system!!! Easy to use and very useful!,True
AVqVGWLKnnc1JgDc3jF1,AVqVGWLKnnc1JgDc3jF1,Kburgess2,53-004683,2016-12-10T00:00:00.000Z,4,Reasonably priced,Will work well for the purpose it was purchased. My child will love the fun and games that he can play. Very child appropriate and user friendly. I would encourage any parent to buy this product.,True
AVqkIdZiv8e3D1O-leaJ,AVqkIdZiv8e3D1O-leaJ,Avaluv,B018Y224PY,2016-12-16T00:00:00.000Z,5,Did not read reviews.,My second Kindle fire. Lives up to Amazon'so description,True
AVqkIdZiv8e3D1O-leaJ,AVqkIdZiv8e3D1O-leaJ,Mrbilly,B018Y224PY,2016-09-02T00:00:00.000Z,5,Very sturdy for a 5 year old,"I had some thoughts about getting this for a 5 year old, but if you get the screen protector and a case I feel it will last a long time.",True
AWFUWc8THh53nbDRF6YO,AWFUWc8THh53nbDRF6YO,Giorgio,B010CEHQTG,2017-07-19T00:00:00.000Z,5,Great product,"Great product, very much recommended. Service at Best buy is always the best",True
AVqVGWLKnnc1JgDc3jF1,AVqVGWLKnnc1JgDc3jF1,Melissa0414,53-004683,2016-12-31T00:00:00.000Z,1,Chronic issue with charging port,"The reviews on this on Amazon seemed awesome. Little did I know that there is a chronic problem with the port on these tablets. We just bought this for Christmas and went to charge it for the first time. Nothing. We already loaded (and paid for) several apps, and now we're out that money. Also the charging cord that came with it appears it has been used before - there's some wear at the edge of it. So I went online to see if I could find this issue and there it is - everywhere. This is a problem that has been around for years, but Android - who is the ultimate culprit, has failed to fix it at the source. When you plug in the charger, there's no 'click' so you know it's in place. It just slides in and out. We've had Apple products for several years and never had an issue, then the first Droid product we purchase can't even be charged from the beginning. This will be going back to BestBuy - and will buy another iPad Mini - costs more, but is much much more reliable.",False
AWMjT0WguC1rwyj_rFh3,AWMjT0WguC1rwyj_rFh3,Greg,B06XB29FPF,2018-01-23T00:00:00.000Z,3,Great Product,Have just started using Alexa and am looking forward to all the other things that are available to use with the unit,True
AVqkIhwDv8e3D1O-lebb,AVqkIhwDv8e3D1O-lebb,Shopper05,53-004484,2017-01-18T00:00:00.000Z,2,"This tablet was nice, but...","I loved this tablet. I did! BUT I did not love that I was being sold ads every time I powered up! I loathe even more that I would have had to pay $15 to discontinue that feature. Amazon if you want $105 dollars for the Kindle Fire, charge it! but don't under price the device, and then flash ads at the the consumer at every opportunity. It is unbecoming of you! I returned this item pronto!",False
AVqVGZNvQMlgsOJE6eUY,AVqVGZNvQMlgsOJE6eUY,mao1,B00ZV9PXP2,2016-09-10T00:00:00.000Z,5,easy to use,"Great item, easy to use,would recommend to anybody want to use!",True
AVqkIdZiv8e3D1O-leaJ,AVqkIdZiv8e3D1O-leaJ,Precious,B018Y224PY,2017-01-16T00:00:00.000Z,4,Purchased to read books and web browsing,Great tablet for many uses. Purchased mainly for reading but have used it multiple times just browsing the web and social media.,True
AWFUWc8THh53nbDRF6YO,AWFUWc8THh53nbDRF6YO,Kelsey,B010CEHQTG,2018-02-21T00:00:00.000Z,5,Awesome product for all ages,"Such a cool product. We primarily use it for music— definitely rivals brand name speakers, but can be used for so much more",True
